Ticker,Name,Year,ISIN Number,SIC Code,GICS Industry,Country or Territory of Domicile,Number of Employees,Total Assets,R&D Expense,R&D Expense Adjusted,Operating Expenses R&D,Cash and Cash Equivalents,Environmental Disclosure Score,Social Disclosure Score,Governance Disclosure Score,Tobin's Q Ratio,Return on Assets,Return on Common Equity,Gross Margin
HLX UN Equity,Helix Energy Solutions Group Inc,2016,US42330P1075,1389,101010,US,1474,2246.941,0,0,0,356.647,2.4793,17.1875,51.7857,0.903,-3.5053,-6.361,9.5401
MPC UN Equity,Marathon Petroleum Corp,2016,US56585A1025,2911,101020,US,44460,44413,0,0,0,887,48.062,35.0877,60.7143,1.2933,2.6826,8.7632,6.6736
CHD UN Equity,Church & Dwight Co Inc,2016,US1713401024,2840,303010,US,4500,4354.1,63.2,63.2,63.2,187.8,43.4109,28.0702,57.1429,3.1232,10.6608,22.9437,45.5355
WTFC UW Equity,Wintrust Financial Corp,2016,US97650W1080,6022,401010,US,3878,25668.553,#N/A N/A,#N/A N/A,#N/A N/A,267.194,1.7857,3.3333,55.3571,1.0514,0.8516,8.4641,#N/A N/A
LNT UW Equity,Alliant Energy Corp,2016,US0188021085,4931,551010,US,3978,13373.8,0,#N/A N/A,#N/A N/A,8.2,33.7931,50,55.3571,1.3563,2.951,10.3394,52.5241
DRE UN Equity,Duke Realty Corp,2016,US2644115055,6798,601010,US,500,6772.002,#N/A N/A,#N/A N/A,#N/A N/A,12.639,12.4031,14.0351,51.7857,1.8796,4.5677,9.3909,#N/A N/A
AAWW UW Equity,Atlas Air Worldwide Holdings Inc,2016,US0491642056,4522,203010,US,2646,4247.379,0,0,0,123.89,1.5504,8.7719,51.7857,0.9499,0.9871,2.7943,29.8665
DCOM UW Equity,Dime Community Bancshares Inc,2016,US25432X1028,6021,401010,US,477,4054.57,#N/A N/A,#N/A N/A,#N/A N/A,102.28,#N/A N/A,#N/A N/A,48.2143,1.0779,0.9058,9.28,#N/A N/A
ENVA UN Equity,Enova International Inc,2016,US29357K1034,6141,402020,US,1099,977.879,0,0,0,39.934,#N/A N/A,#N/A N/A,48.2143,1.1801,3.8057,15.4588,56.0113
FORR UW Equity,Forrester Research Inc,2016,US3465631097,8700,202020,US,1378,335.785,0,0,0,76.958,#N/A N/A,#N/A N/A,48.2143,2.9017,5.3915,12.7289,60.694
FRT UN Equity,Federal Realty Investment Trust,2016,US3137472060,6798,601010,US,312,5423.279,#N/A N/A,#N/A N/A,#N/A N/A,23.368,16.2791,8.7719,51.7857,2.5239,4.8362,13.7754,#N/A N/A
VSAT UW Equity,Viasat Inc,2016,US92552V1008,3663,452010,US,3800,2397.312,77.184,77.184,77.184,42.088,1.5504,3.5088,51.7857,2.0287,0.9545,2.0059,30.5543
MDU UN Equity,MDU Resources Group Inc,2016,US5526901096,#N/A N/A,551030,US,9598,6284.467,0,#N/A N/A,#N/A N/A,46.107,15.1724,20.3125,51.7857,1.5279,1.0029,2.7227,88.9008
LAD UN Equity,Lithia Motors Inc,2016,US5367971034,5511,255040,US,11170,3844.15,0,0,0,50.282,#N/A N/A,8.7719,51.7857,1.3964,5.5751,22.6642,14.9953
MGM UN Equity,MGM Resorts International,2016,US5529531015,7011,253010,US,52000,28173.301,0,#N/A N/A,#N/A N/A,1446.581,34.1085,38.5965,55.3571,1.3667,4.1223,19.4074,41.7486
PLCE UW Equity,Children's Place Inc/The,2016,US1689051076,5651,255040,US,15300,897.948,0,0,0,187.534,#N/A N/A,19.2982,51.7857,1.8216,6.2356,10.365,36.2232
ALLE UN Equity,Allegion plc,2016,IE00BFRT3W74,7381,201020,IE,9400,2247.4,47.3,47.3,47.3,312.4,1.5504,19.2982,51.7857,3.6627,10.1587,329.8776,44.2225
HXL UN Equity,Hexcel Corp,2016,US4282911084,2821,201010,US,6155,2400.6,46.9,46.9,46.9,35.2,20.9302,28.0702,55.3571,2.4399,10.8893,20.6063,28.1694
BJRI UW Equity,BJ's Restaurants Inc,2016,US09180C1062,5812,253010,US,22000,708.879,0,0,0,22.761,#N/A N/A,8.7719,55.3571,1.8156,6.5524,15.407,19.298
DNOW UN Equity,NOW Inc,2016,US67011P1003,3533,201070,US,4500,1603,0,0,0,106,2.3256,3.5088,51.7857,1.6344,-13.6245,-18.0974,16.374
NSP UN Equity,Insperity Inc,2016,US45778Q1076,7363,202020,US,2600,907.174,0,0,0,286.034,#N/A N/A,#N/A N/A,48.2143,2.5776,7.8,55.3653,16.7138
CEIX UN Equity,CONSOL Energy Inc,2016,US20854L1089,1220,101020,US,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TOL UN Equity,Toll Brothers Inc,2016,US8894781033,1531,252010,US,4200,9736.789,0,0,0,633.715,8.5271,19.2982,51.7857,1.0216,4.0341,9.0417,19.8364
KRC UN Equity,Kilroy Realty Corp,2016,US49427F1084,6798,601010,US,245,6706.633,#N/A N/A,#N/A N/A,#N/A N/A,193.418,31.7829,38.5965,62.5,1.5193,4.6511,8.8863,#N/A N/A
VIAC UW Equity,ViacomCBS Inc,2016,US92556H2067,4833,502010,US,15550,24238,0,0,0,598,#N/A N/A,14.0351,51.7857,1.9292,5.2538,27.259,39.5716
SPTN UW Equity,SpartanNash Co,2016,US8472151005,5141,301010,US,8300,1930.336,0,0,0,24.351,1.0417,14.0351,51.7857,1.3413,2.9539,7.0324,14.3704
ALRM UW Equity,Alarm.com Holdings Inc,2016,US0116421050,7372,451030,US,607,261.245,44.272,44.272,44.272,140.634,1.5504,8.7719,51.7857,5.1834,4.1671,5.6129,61.9388
FOSL UW Equity,Fossil Group Inc,2016,US34988V1061,3873,252030,US,14500,2186.897,38.6,38.6,38.6,297.33,6.25,19.2982,51.7857,1.1107,3.4724,8.1829,51.8736
NWL UW Equity,Newell Brands Inc,2016,US6512291062,3089,252010,US,53400,33837.5,188.2,#N/A N/A,#N/A N/A,587.5,7.7519,24.5614,55.3571,1.3013,2.5686,8.0142,33.1634
RES UN Equity,RPC Inc,2016,US7496601060,1389,101010,US,2500,1035.452,0,0,0,131.835,1.5504,3.5088,51.7857,4.3818,-12.4306,-16.0591,16.6105
JBHT UW Equity,JB Hunt Transport Services Inc,2016,US4456581077,4213,203040,US,22190,3950.727,0,0,0,6.377,2.3256,19.2982,55.3571,3.3769,11.4004,31.8367,14.5285
UMPQ UW Equity,Umpqua Holdings Corp,2016,US9042141039,6035,401010,US,4295,24813.119,#N/A N/A,#N/A N/A,#N/A N/A,331.994,1.7857,8.3333,51.7857,1.0088,0.9662,5.9957,#N/A N/A
ARR UN Equity,ARMOUR Residential REIT Inc,2016,US0423155078,6798,402040,US,19,7978.161,#N/A N/A,#N/A N/A,#N/A N/A,271.773,#N/A N/A,3.3333,51.7857,0.9875,-0.4328,-6.3498,#N/A N/A
RPT UN Equity,RPT Realty,2016,US74971D1019,6798,601010,US,117,2061.498,#N/A N/A,#N/A N/A,#N/A N/A,3.582,2.3256,8.7719,51.7857,1.2615,2.8428,6.7675,#N/A N/A
LRCX UW Equity,Lam Research Corp,2016,US5128071082,3559,453010,US,7500,12264.315,913.712,901.594,913.712,5039.322,42.6357,22.807,60.7143,1.5941,8.4521,16.6226,44.4949
CXW UN Equity,CoreCivic Inc,2016,US21871N1019,6798,202010,US,13755,3271.604,0,0,0,37.711,6.25,29.8246,57.1429,1.4329,6.6364,15.0541,31.0414
MHK UN Equity,Mohawk Industries Inc,2016,US6081901042,2273,252010,US,37800,10230.596,0,0,0,121.665,39.5349,47.3684,57.1429,1.883,9.2239,17.5034,31.3963
OSIS UW Equity,OSI Systems Inc,2016,US6710441055,3674,452030,US,5847,991.723,49.816,49.816,49.816,104.37,#N/A N/A,19.2982,51.7857,1.5632,2.712,4.66,33.3702
PNR UN Equity,Pentair PLC,2016,IE00BLS09M33,3550,201060,GB,26000,11534.8,114.1,114.1,114.1,238.5,34.8837,43.8596,62.5,1.5149,4.4693,12.6392,36.6892
OZK UW Equity,Bank OZK,2016,US06417N1037,6022,401010,US,2315,18890.142,#N/A N/A,#N/A N/A,#N/A N/A,814.255,1.7857,8.3333,51.7857,1.1898,1.8768,12.6863,#N/A N/A
SEIC UW Equity,SEI Investments Co,2016,US7841171033,6211,402030,US,3186,1636.823,134.323,0,0,695.701,#N/A N/A,14.0351,51.7857,4.9996,20.6989,25.7492,62.6569
FIX UN Equity,Comfort Systems USA Inc,2016,US1999081045,1731,201030,US,7700,708.903,0,0,0,32.074,1.5504,7.0175,51.7857,2.2166,9.2676,17.9431,21.0488
VRTX UW Equity,Vertex Pharmaceuticals Inc,2016,US92532F1003,2834,352010,US,2150,2896.787,1047.69,1047.69,1047.69,1183.945,#N/A N/A,19.2982,55.3571,6.9154,-4.1536,-10.6892,87.6358
FARO UW Equity,FARO Technologies Inc,2016,US3116421021,3829,452030,US,1485,423.714,30.125,30.125,30.125,106.169,1.5504,19.2982,51.7857,1.6156,2.6671,3.3289,54.6587
EPR UN Equity,EPR Properties,2016,US26884U1097,6798,601010,US,57,4865.022,#N/A N/A,#N/A N/A,#N/A N/A,19.335,3.1008,14.0351,55.3571,1.5608,4.9543,11.2789,#N/A N/A
WWD UW Equity,Woodward Inc,2016,US9807451037,3620,201060,US,6800,2642.362,126.17,126.17,126.17,81.09,16.2791,28.0702,55.3571,1.9936,7.0163,15.2883,26.6484
AMCX UW Equity,AMC Networks Inc,2016,US00164V1035,4841,502010,US,1800,4480.595,0,0,0,481.389,#N/A N/A,3.5088,48.2143,1.8076,6.1863,#N/A N/A,#N/A N/A
PGTI UN Equity,PGT Innovations Inc,2016,US69336V1017,3442,201020,US,2600,436.648,1.7,0,0,39.21,#N/A N/A,#N/A N/A,46.4286,1.9853,6.0705,19.8046,30.5524
PETS UW Equity,PetMed Express Inc,2016,US7163821066,5912,255020,US,178,90.279,0,0,0,37.639,#N/A N/A,#N/A N/A,48.2143,4.135,23.7589,25.9347,32.5101
POWI UW Equity,Power Integrations Inc,2016,US7392761034,3674,453010,US,626,554.41,62.31,62.31,62.31,62.134,#N/A N/A,#N/A N/A,48.2143,3.6722,9.3859,10.4965,49.3217
HI UN Equity,Hillenbrand Inc,2016,US4315711089,3990,201060,US,6100,1959.7,12.6,0,0,52,#N/A N/A,19.2982,51.7857,1.6945,5.9876,18.3953,37.0905
SKYW UW Equity,SkyWest Inc,2016,US8308791024,4512,203020,US,16900,5007.966,0,0,0,146.766,#N/A N/A,17.5439,51.7857,1.107,-3.3011,-11.3101,#N/A N/A
DRQ UN Equity,Dril-Quip Inc,2016,US2620371045,3533,101010,US,2355,1461.404,44.325,44.325,44.325,423.497,2.3256,19.2982,51.7857,1.625,6.4521,6.9545,39.0412
ABMD UW Equity,ABIOMED Inc,2016,US0036541003,3841,351010,US,747,423.931,49.759,49.759,49.759,48.231,#N/A N/A,19.2982,51.7857,9.6565,10.0084,11.5538,84.7003
URI UN Equity,United Rentals Inc,2016,US9113631090,7359,201070,US,12500,11988,0,0,0,312,44.186,38.5965,66.0714,1.6043,4.7028,36.2356,41.7043
MKSI UW Equity,MKS Instruments Inc,2016,US55306N1046,3823,453010,US,4667,2212.242,110.579,110.579,110.579,228.623,#N/A N/A,14.0351,51.7857,1.8798,6.0138,8.7244,43.6656
INGR UN Equity,Ingredion Inc,2016,US4571871023,2040,302020,US,11000,5782,0,0,0,512,17.0543,40.3509,55.3571,2.1162,8.9352,20.3653,24.5792
LPI UN Equity,Laredo Petroleum Inc,2016,US5168062058,1311,101020,US,324,1782.346,0,0,0,32.672,#N/A N/A,19.2982,55.3571,2.818,-14.5031,-167.1297,45.1656
SRDX UW Equity,Surmodics Inc,2016,US8688731004,3841,351010,US,219,132.894,18.498,18.498,18.498,24.987,#N/A N/A,19.2982,55.3571,3.1868,8.6225,10.05,84.7154
MANH UW Equity,Manhattan Associates Inc,2016,US5627501092,7372,451030,US,1550,297.14,54.736,54.736,54.736,95.615,#N/A N/A,3.5088,51.7857,12.9645,39.1256,68.0999,58.6674
IVR UN Equity,Invesco Mortgage Capital Inc,2016,US46131B1008,6798,402040,US,#N/A N/A,15706.238,#N/A N/A,#N/A N/A,#N/A N/A,161.788,#N/A N/A,3.3333,48.2143,0.9798,1.5669,11.8968,#N/A N/A
BRKL UW Equity,Brookline Bancorp Inc,2016,US11373M1071,6035,401010,US,695,6438.129,#N/A N/A,#N/A N/A,#N/A N/A,36.055,#N/A N/A,#N/A N/A,48.2143,1.0729,0.8391,7.6832,#N/A N/A
MRCY UW Equity,Mercury Systems Inc,2016,US5893781089,3670,201010,US,965,736.496,36.388,36.388,36.388,81.691,#N/A N/A,22.807,51.7857,1.6632,3.5051,4.7965,47.2394
QRVO UW Equity,Qorvo Inc,2016,US74736K1016,3674,453010,US,7300,6596.819,448.763,448.763,448.763,425.881,2.3256,8.7719,51.7857,1.2235,-0.4277,-0.5163,40.2016
ADC UN Equity,Agree Realty Corp,2016,US0084921008,6798,601010,US,24,1141.972,#N/A N/A,#N/A N/A,#N/A N/A,33.395,1.5504,14.0351,51.7857,1.457,4.6709,7.9566,#N/A N/A
PMT UN Equity,PennyMac Mortgage Investment Trust,2016,US70931T1034,6798,402040,US,3000,6357.502,#N/A N/A,#N/A N/A,#N/A N/A,34.476,#N/A N/A,#N/A N/A,48.2143,0.9592,1.2444,5.2315,#N/A N/A
HSII UW Equity,Heidrick & Struggles International Inc,2016,US4228191023,7361,202020,US,1814,581.502,0,0,0,165.011,#N/A N/A,#N/A N/A,48.2143,1.3269,2.6707,6.0044,96.9187
JBLU UW Equity,JetBlue Airways Corp,2016,US4771431016,4512,203020,US,13566,9323,0,0,0,433,23.2558,22.807,51.7857,1.38,8.4488,21.0162,#N/A N/A
HZO UN Equity,MarineMax Inc,2016,US5679081084,5531,255040,US,1422,546.688,0,0,0,38.585,#N/A N/A,#N/A N/A,48.2143,1.3591,4.4527,7.5764,23.9932
TWO UN Equity,Two Harbors Investment Corp,2016,US90187B4086,6798,402040,US,#N/A N/A,20112.056,#N/A N/A,#N/A N/A,#N/A N/A,406.883,#N/A N/A,13.3333,51.7857,0.9816,2.0369,10.126,#N/A N/A
KFY UN Equity,Korn Ferry,2016,US5006432000,7361,202020,US,6947,1898.6,0,0,0,273.252,#N/A N/A,19.2982,51.7857,1.2681,1.9222,3.323,24.8711
ARI UN Equity,Apollo Commercial Real Estate Finance In,2016,US03762U1051,6798,402040,US,#N/A N/A,3482.977,#N/A N/A,#N/A N/A,#N/A N/A,200.996,#N/A N/A,#N/A N/A,48.2143,1.0132,5.0964,9.957,#N/A N/A
WDC UW Equity,Western Digital Corp,2016,US9581021055,3572,452020,US,72878,32862,1627,1627,1627,8151,33.3333,21.0526,55.3571,1.0625,1.0077,2.3767,26.4353
SKX UN Equity,Skechers USA Inc,2016,US8305661055,3140,252030,US,4000,2393.67,0,0,0,718.536,1.5504,8.7719,51.7857,1.921,10.9841,16.6139,45.873
SNBR UW Equity,Sleep Number Corp,2016,US83125X1037,2510,255040,US,3768,457.166,27.991,27.991,27.991,11.609,#N/A N/A,19.2982,55.3571,2.8051,10.7335,26.8735,61.7834
ASIX UN Equity,AdvanSix Inc,2016,US00773T1016,2821,151010,US,1340,904.957,13.8,0,0,14.199,5.4264,14.0351,51.7857,1.5078,3.9116,9.8345,9.033
AMWD UW Equity,American Woodmark Corp,2016,US0305061097,2430,201020,US,5600,466.36,0,0,0,174.463,#N/A N/A,19.2982,51.7857,2.9351,13.5734,23.0014,21.086
DFIN UN Equity,Donnelley Financial Solutions Inc,2016,US25787G1004,7380,402030,US,#N/A N/A,978.9,#N/A N/A,0,0,36.2,#N/A N/A,14.0351,58.9286,1.6518,6.5795,16.0904,37.0615
BCOR UW Equity,Blucora Inc,2016,US0952291005,7374,402030,US,476,1022.659,17.78,17.78,17.78,51.713,#N/A N/A,#N/A N/A,48.2143,1.1958,-5.6117,-14.8204,51.0483
CNC UN Equity,Centene Corp,2016,US15135B1017,6324,351020,US,30500,20197,0,0,0,3930,2.3256,19.2982,51.7857,1.1891,4.0819,13.9593,19.9645
FOXF UW Equity,Fox Factory Holding Corp,2016,US35138V1026,3751,251010,US,1700,335.6,18.459,18.459,18.459,35.28,#N/A N/A,8.7719,51.7857,3.4994,11.6335,21.1597,31.3558
CRI UN Equity,Carter's Inc,2016,US1462291097,2300,252030,US,18300,1946.597,0,0,0,299.358,3.125,24.5614,51.7857,2.7675,13.0678,30.7913,43.1094
EPAY UW Equity,Bottomline Technologies DE Inc,2016,US1013881065,7372,451030,US,1600,652.887,47.355,47.263,47.355,97.174,1.5504,14.0351,51.7857,1.794,-2.9295,-6.1083,57.1479
EWBC UW Equity,East West Bancorp Inc,2016,US27579R1041,6022,401010,US,2873,34788.84,#N/A N/A,#N/A N/A,#N/A N/A,1878.503,#N/A N/A,13.3333,51.7857,1.1121,1.2859,13.1796,#N/A N/A
CCSI UW Equity,Consensus Cloud Solutions Inc,2016,US20848V1052,7372,451030,US,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
VAC UN Equity,Marriott Vacations Worldwide Corp,2016,US57164Y1073,6531,253010,US,11000,2391.419,0,0,0,147.102,4.6512,33.3333,51.7857,1.578,5.7334,14.5798,41.1421
NOW UN Equity,ServiceNow Inc,2016,US81762P1021,7372,451030,US,4801,2033.767,285.239,285.239,285.239,401.238,#N/A N/A,3.5088,48.2143,6.9298,-23.5264,-94.7402,71.3284
BOOM UW Equity,DMC Global Inc,2016,US23291C1036,3390,101010,US,428,162.555,0,0,0,6.419,#N/A N/A,#N/A N/A,48.2143,1.722,-3.7738,-5.6362,24.3922
MAC UN Equity,Macerich Co/The,2016,US5543821012,6798,601010,US,845,9958.148,#N/A N/A,#N/A N/A,#N/A N/A,94.046,41.8605,28.0702,60.7143,1.612,4.8788,11.7215,#N/A N/A
ALEX UN Equity,Alexander & Baldwin Inc,2016,US0144911049,6798,601010,US,806,2156.3,0,0,0,2.2,#N/A N/A,#N/A N/A,48.2143,1.4588,-0.4638,-0.7316,30.7097
ZD UW Equity,Ziff Davis Inc,2016,US48123V1026,4822,502030,US,2426,2062.328,38.046,37.049,38.046,123.95,#N/A N/A,14.0351,51.7857,2.4384,7.927,16.6447,83.1742
NYCB UN Equity,New York Community Bancorp Inc,2016,US6494451031,6036,401020,US,3487,48926.555,#N/A N/A,#N/A N/A,#N/A N/A,557.85,#N/A N/A,8.3333,51.7857,1.0332,0.9983,8.1536,#N/A N/A
RNR UN Equity,RenaissanceRe Holdings Ltd,2016,BMG7496G1033,6331,403010,BM,376,12352.082,#N/A N/A,#N/A N/A,#N/A N/A,421.157,1.7857,18.3333,51.7857,1.0926,4.2076,10.795,#N/A N/A
BCC UN Equity,Boise Cascade Co,2016,US09739D1000,5030,201070,US,6190,1439.197,0,0,0,103.978,29.4574,14.0351,51.7857,1.1966,2.8465,6.8637,#N/A N/A
DAL UN Equity,Delta Air Lines Inc,2016,US2473617023,4512,203020,US,83756,51261,0,0,0,2762,58.1395,43.8596,66.0714,1.4615,8.0368,36.2623,#N/A N/A
UCBI UW Equity,United Community Banks Inc/GA,2016,US90984P3038,6022,401010,US,1916,10708.655,#N/A N/A,#N/A N/A,#N/A N/A,99.489,#N/A N/A,8.3333,48.2143,1.0972,0.9905,9.6624,#N/A N/A
MLM UN Equity,Martin Marietta Materials Inc,2016,US5732841060,1400,151020,US,8111,7300.905,0,0,0,50.038,13.1783,45.614,58.9286,2.3499,5.9668,10.3354,23.8753
ECPG UW Equity,Encore Capital Group Inc,2016,US2925541029,6153,402020,US,6700,3670.497,#N/A N/A,#N/A N/A,#N/A N/A,149.765,#N/A N/A,8.3333,51.7857,1.0474,1.952,13.2502,#N/A N/A
RYN UN Equity,Rayonier Inc,2016,US7549071030,6798,601010,US,315,2685.76,0,0,0,85.909,1.5504,14.0351,55.3571,1.6917,8.4704,15.7034,35.4787
CIR UN Equity,CIRCOR International Inc,2016,US17273K1097,3490,201060,US,2400,820.756,0,0,0,58.279,1.5504,19.2982,55.3571,1.8073,1.3552,2.509,31.0228
UAL UW Equity,United Airlines Holdings Inc,2016,US9100471096,4512,203020,US,84000,40140,0,0,0,2179,37.2093,43.8596,60.7143,1.3555,5.5876,25.6794,#N/A N/A
NWE UW Equity,NorthWestern Corp,2016,US6680743050,4931,551030,US,1552,5499.321,0,#N/A N/A,#N/A N/A,5.079,23.4483,43.75,55.3571,1.2325,3.0504,10.0215,68.1071
RGP UW Equity,Resources Connection Inc,2016,US76122Q1058,7389,202020,US,3283,417.255,0,0,0,91.089,1.5504,19.2982,51.7857,1.5255,7.2984,8.9132,38.79
CVLT UW Equity,CommVault Systems Inc,2016,US2041661024,7372,451030,US,2379,714.573,69.287,69.287,69.287,288.107,#N/A N/A,3.5088,51.7857,3.1117,0.019,0.0339,86.1018
ABCB UW Equity,Ameris Bancorp,2016,US03076K1088,6022,401010,US,1298,6892.031,#N/A N/A,#N/A N/A,#N/A N/A,127.164,#N/A N/A,#N/A N/A,51.7857,1.1271,1.1554,12.4182,#N/A N/A
ACM UN Equity,AECOM,2016,US00766T1007,8711,201030,US,87000,13669.936,0,0,0,692.145,22.4806,22.807,64.2857,1.0884,0.6943,2.8373,3.6921
CAMP UW Equity,CalAmp Corp,2016,US1281261099,3663,452010,US,415,384.363,19.803,19.803,19.803,139.388,#N/A N/A,#N/A N/A,48.2143,2.251,5.7719,9.9404,36.6769
AVAV UW Equity,AeroVironment Inc,2016,US0080731088,3721,201010,US,674,410.658,42.291,42.291,42.291,124.287,2.3256,3.5088,51.7857,1.7815,2.219,2.5241,42.4475
APTV UN Equity,Aptiv PLC,2016,JE00B783TY65,3714,251010,IE,145000,12292,788,0,0,737,15.5039,19.2982,55.3571,2.2829,10.3606,54.0529,22.3806
RDNT UQ Equity,RadNet Inc,2016,US7504911022,8071,351020,US,5059,849.476,0,0,0,20.638,#N/A N/A,#N/A N/A,48.2143,1.2966,0.8577,17.838,#N/A N/A
GHL UN Equity,Greenhill & Co Inc,2016,US3952591044,6211,402030,US,356,456.682,#N/A N/A,#N/A N/A,#N/A N/A,98.313,#N/A N/A,13.3333,51.7857,2.1202,13.8123,21.1516,#N/A N/A
CPRI UN Equity,Capri Holdings Ltd,2016,VGG1890L1076,3100,252030,GB,12689,2566.8,0,0,0,702,#N/A N/A,19.2982,51.7857,4.1386,31.9572,39.611,59.3621
PENN UW Equity,Penn National Gaming Inc,2016,US7075691094,7011,253010,US,18808,4974.484,0,0,0,229.51,1.5504,3.5088,51.7857,1.3618,2.1617,#N/A N/A,42.069
NTUS UW Equity,Natus Medical Inc,2016,US6390501038,3845,351010,US,1160,649.012,33.443,33.443,33.443,213.551,#N/A N/A,#N/A N/A,48.2143,2.1221,7.5487,10.542,61.5182
SMPL UR Equity,Simply Good Foods Co/The,2016,US82900L1026,5499,302020,US,#N/A N/A,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
NTCT UW Equity,NetScout Systems Inc,2016,US64115T1043,7373,452010,US,3144,3592.843,208.63,208.374,208.63,210.711,#N/A N/A,#N/A N/A,48.2143,0.9215,-1.3313,-1.9707,65.6225
PRFT UW Equity,Perficient Inc,2016,US71375U1016,7371,451020,US,2728,456.576,0.2,0,0,10.113,#N/A N/A,22.807,51.7857,1.51,4.6669,6.1341,31.0648
CPK UN Equity,Chesapeake Utilities Corp,2016,US1653031088,4923,551020,US,903,1229.219,0,#N/A N/A,#N/A N/A,4.178,1.3793,12.5,55.3571,1.5251,3.8905,11.1101,52.2826
SYNA UW Equity,Synaptics Inc,2016,US87157D1090,7371,453010,US,1763,1300.2,311.2,311.2,311.2,352.2,#N/A N/A,19.2982,51.7857,1.9134,5.1213,9.6389,34.8851
UTHR UW Equity,United Therapeutics Corp,2016,US91307C1027,2834,352010,US,750,2325.6,147.6,147.6,147.6,1023,#N/A N/A,14.0351,51.7857,2.8492,31.6494,41.2323,95.4528
DISH UW Equity,DISH Network Corp,2016,US25470M1099,4841,502010,US,16000,27914.292,0,0,0,5324.503,6.9767,14.0351,51.7857,1.8002,5.8973,40.6919,26.2785
GBX UN Equity,Greenbrier Cos Inc/The,2016,US3936571013,3743,201060,US,9418,1835.774,2.7,2.7,2.7,222.679,3.1008,19.2982,51.7857,1.0444,10.1047,22.7998,20.5797
RE UN Equity,Everest Re Group Ltd,2016,BMG3223R1088,6331,403010,BM,1121,21321.504,#N/A N/A,#N/A N/A,#N/A N/A,481.922,1.7857,33.3333,57.1429,1.0364,4.7596,12.5712,#N/A N/A
TDY UN Equity,Teledyne Technologies Inc,2016,US8793601050,3812,452030,US,8970,2774.4,458.3,458.3,458.3,98.6,1.5504,14.0351,55.3571,1.9963,6.9526,13.1723,38.6948
IR UN Equity,Ingersoll Rand Inc,2016,US45687V1061,3560,201060,US,#N/A N/A,4315.948,22,0,0,255.803,2.3256,3.5088,30.3571,#N/A N/A,-0.8344,-11.1622,36.9556
COKE UW Equity,Coca-Cola Consolidated Inc,2016,US1910981026,2086,302010,US,13200,2449.484,0,0,0,21.85,3.1008,19.2982,51.7857,1.5669,2.3322,19.28,38.5158
DKS UN Equity,Dick's Sporting Goods Inc,2016,US2533931026,5940,255040,US,13100,3559.336,0,0,0,118.936,#N/A N/A,19.2982,51.7857,1.7243,9.5062,18.2465,30.022
MANT UW Equity,ManTech International Corp/VA,2016,US5645631046,8741,202020,US,7000,1598.464,#N/A N/A,0,0,64.936,#N/A N/A,#N/A N/A,42.8571,1.2472,3.6324,4.65,14.4744
ENDP UW Equity,Endo International PLC,2016,IE00BJ3V9050,2834,352020,IE,4894,14275.109,183.372,183.372,183.372,517.25,3.876,8.7719,55.3571,1.068,-19.9079,-77.2144,34.2944
TPH UN Equity,Tri Pointe Homes Inc,2016,US87265H1095,1531,252010,US,1137,3564.64,0,0,0,208.657,#N/A N/A,8.7719,51.7857,0.9976,5.8236,11.1714,22.7953
KHC UW Equity,Kraft Heinz Co/The,2016,US5007541064,2030,302020,US,41000,120480,120,120,120,4204,15.5039,28.0702,62.5,1.4056,2.9542,5.9386,34.7757
CCMP UW Equity,CMC Materials Inc,2016,US12571T1007,3674,453010,US,1145,727.23,58.532,58.532,58.532,287.479,#N/A N/A,24.5614,51.7857,2.0994,8.6256,12.8399,48.8332
FB UW Equity,Meta Platforms Inc,2016,US30303M1027,7370,502030,US,17048,64961,5919,5919,5919,8903,21.7054,14.0351,55.3571,5.2107,17.8162,19.7037,86.2906
ABBV UN Equity,AbbVie Inc,2016,US00287Y1091,2834,352010,US,30000,66099,4366,4152,4366,5100,31.7829,35.0877,66.0714,2.4386,9.9925,138.0492,77.2486
PPC UW Equity,Pilgrim's Pride Corp,2016,US72147K1088,2015,302020,US,39600,5021.942,3.5,#N/A N/A,#N/A N/A,292.544,27.907,43.8596,57.1429,1.5295,10.5638,26.4051,11.1755
OMCL UW Equity,Omnicell Inc,2016,US68213N1090,3571,351030,US,2444,935.103,57.799,57.799,57.799,54.488,#N/A N/A,#N/A N/A,51.7857,1.8665,0.0797,0.1446,45.306
NAVI UW Equity,Navient Corp,2016,US63938C1080,6211,402020,US,6773,121136,#N/A N/A,#N/A N/A,#N/A N/A,1253,#N/A N/A,11.6667,55.3571,1.0089,0.5337,17.9022,#N/A N/A
ITGR UN Equity,Integer Holdings Corp,2016,US45826H1095,#N/A N/A,351010,US,9400,2832.543,55.001,55.001,55.001,52.116,1.5504,3.5088,48.2143,1.0655,0.205,0.7565,27.279
